record_id,redcap_survey_identifier,household_sex_toy_usage_survey_timestamp,consent,screening_age,screening_usage,country_origin,country_name,age,gender_birth,gender_expression,gender_other,employment,employment_other,career,career_other,household_income,access_sextoys,access_no___1,access_no___2,access_no___3,access_no___4,access_no___5,access_no___6,access_no___7,access_no_other,own_trad_sextoys,categorize_sextoys___1,categorize_sextoys___2,categorize_sextoys___3,categorize_sextoys___4,categorize_sextoys___5,household_select___1,household_select___2,household_select___3,household_select___4,household_select___5,household_select___6,household_select___7,household_select___8,household_select___9,household_select___10,householditem_other,toothbrush_satisfaction,household_recommend_1,showerhead_satisfaction,showerhead_recommend,washmachine_satisfaction,washmachine_recommend,massagewand_satisfaction,massagewand_recommend,silktie_satisfaction,silktie_recommend,icecube_satisfaction,icecube_recommend,produce_satisfaction,produce_recommend,furniture_satisfaction,furniture_recommend,pillow_satisfaction,pillow_recommend,other_satisfaction,other_recommend,household_cost,safety_concerns___1,safety_concerns___2,safety_concerns___3,safety_concerns___4,safety_concerns___5,safety_concerns___6,safety_concerns___7,other_concern,household_sex_toy_usage_survey_complete
204,,"2023-06-25 19:43:48",Yes,1,1,2,Canada,1,2,3,,5,,2,,6,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,,,,74,,,,,,,,,,,,34,,32,,,,4,0,0,0,0,0,1,0,,2
205,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
206,,"2023-06-25 20:52:32",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
207,,"2023-06-25 20:54:11",Yes,1,1,1,,2,1,3,,1,,8,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,,79,,100,,,,100,,100,,69,,,,,,,,,,5,1,1,0,0,0,0,0,,2
208,,"2023-06-25 21:14:53",Yes,1,1,1,,2,2,2,,1,,3,,7,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Cigar tube",,,,,,,,,,,,,,,,,50,,59,,1,0,0,0,0,0,1,0,,2
209,,"2023-06-25 22:33:22",Yes,1,1,1,,2,1,1,,1,,13,,5,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,,60,,100,,,,38,,,,28,,72,,78,,92,,,,4,0,1,0,0,0,0,0,,2
210,,"2023-06-25 23:12:58",Yes,1,1,1,,2,1,1,,1,,1,,4,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Hair brush",,,78,,,,,,,,,,,,,,,,70,,2,0,1,0,0,0,0,0,,2
211,,"2023-06-25 23:42:20",Yes,1,1,2,"Canada ",1,1,5,,5,,2,,2,0,1,0,0,1,1,0,0,,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,,,,23,,58,,86,,,,,,71,,,,31,,,,2,0,1,0,0,0,0,0,,2
212,,"2023-06-26 00:37:15",Yes,1,1,2,Canada,1,2,2,,5,,,,2,1,0,0,0,0,0,0,0,,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,toothbrush,,,,,,,,,,,66,,40,,,,,,32,,1,0,0,1,0,0,0,1,,2
213,,"2023-06-26 01:14:46",Yes,1,1,2,Malaysia,1,1,1,,5,,1,,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,Loofah,69,,82,,,,,,,,,,,,59,,51,,68,,2,1,1,1,0,1,0,0,,2
214,,"2023-06-26 01:13:34",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
215,,"2023-06-26 01:52:30",Yes,1,1,1,,1,1,1,,3,,5,,4,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,,93,,,,,,,,,,,,,,,,,,,,4,1,1,0,0,0,0,0,,2
216,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
217,,"2023-06-26 02:01:52",Yes,1,1,1,,2,1,1,,1,,2,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,"Marker (the non-cap end) but that was before I had access to regular sex toys",,,100,,,,,,,,50,,,,,,,,50,,,0,0,0,0,0,1,0,,2
218,,"2023-06-26 02:20:31",Yes,1,1,1,,1,2,7,"physically intersex (no option above)",5,,8,,3,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,41,,,,,,,,,,67,,,,,,,,1,0,0,0,1,0,0,0,,2
219,,"2023-06-26 06:32:58",Yes,1,1,2,Canada,2,2,2,,1,,5,,7,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"Epipen, pencil",,,,,,,,,,,,,,,,,,,73,,6,1,0,1,1,0,0,0,,2
220,,"2023-06-26 07:06:35",Yes,1,1,2,"United Kingdom",1,2,2,,1,,11,,7,1,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,,,,36,,,,,,,,,,78,,,,78,,,,2,0,1,0,1,0,0,0,,2
221,,"2023-06-26 09:26:49",Yes,1,1,2,,2,2,3,,1,,7,,5,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,Spatula,,,74,,,,,,,,,,,,,,,,55,,3,0,1,1,0,0,0,0,,2
222,,"2023-06-26 09:26:10",Yes,1,1,1,,1,2,2,,1,,20,,7,1,0,0,0,0,0,0,0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,4,0,0,1,0,0,0,0,,2
223,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
224,,"2023-06-26 16:11:13",Yes,1,1,1,,3,1,1,,7,,2,,7,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,28,,70,,,,,,,,,,,,,,,,4,1,1,0,0,1,0,0,,2
225,,"2023-06-26 16:28:31",Yes,1,1,2,Eu,2,2,2,,1,,1,,5,1,0,0,0,0,0,0,0,,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,,,,,,,,66,,,,75,,,,,,,,,,4,1,1,0,0,0,0,0,,2
226,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
227,,"2023-06-26 20:16:00",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
228,,"[not completed]",Yes,1,1,2,Canada,3,2,2,,1,,7,,5,1,0,0,0,0,0,0,0,,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
229,,"2023-06-27 15:09:53",Yes,1,1,1,,1,1,3,,2,,,,,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,,100,,66,,,,,,,,29,,,,0,,55,,,,4,1,1,1,1,1,0,0,,2
230,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
231,,"2023-06-28 19:41:27",Yes,1,1,1,,2,1,1,,1,,9,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,"phone on vibrate mode",56,,71,,,,88,,,,,,61,,91,,64,,61,,4,0,1,1,0,0,0,0,,2
232,,"2023-06-28 00:26:39",Yes,1,1,1,,1,1,1,,5,,,,2,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,hairbrush,82,,60,,,,,,,,,,73,,58,,,,62,,4,0,1,0,0,0,0,0,,2
233,,"2023-06-28 01:40:41",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
234,,"2023-06-28 10:57:24",Yes,1,1,1,,2,1,1,,1,,1,,6,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Hairbrush handle",,,,,,,,,,,,,,,,,,,69,,2,0,1,1,0,0,0,0,,2
235,,"2023-06-28 18:34:44",Yes,1,1,1,,2,1,1,,1,,7,,6,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,"Sharpie, small shampoo bottle, hairbrush handle, vacuum handle...",,3,77,,,,75,,78,,,,,,,47,50,,,0,1,1,1,1,0,0,0,0,,2
236,,"2023-06-29 01:21:06",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
237,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
238,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
239,,"[not completed]",Yes,1,1,2,Uk,1,1,1,,1,,13,,2,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
240,,"2023-06-30 02:28:11",Yes,1,1,1,,1,2,2,,1,,7,,7,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pen,,,,,,,,,,,,,,,,,,,61,,2,0,0,0,0,0,1,0,,2
241,,"2023-06-30 08:16:06",Yes,1,1,1,,4,2,2,,1,,3,,7,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,,50,,,,,,98,,,,,,,,50,,,,,,4,0,0,0,0,0,0,1,,2
242,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
243,,"2023-06-30 23:51:54",Yes,1,1,2,Italy,4,2,2,,2,,11,,3,1,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,50,,,,,,,,,,,,,,4,1,0,0,0,1,0,0,,2
244,,"2023-07-02 02:01:33",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
245,,"2023-07-02 02:25:44",Yes,1,1,1,,2,2,2,,1,,4,,7,1,0,0,0,0,0,0,0,,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,65,,70,,,,,,,,,,,,,,,,,,2,1,1,1,0,0,0,0,,2
246,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
247,,"2023-07-03 20:16:24",Yes,1,1,2,Bulgaria,2,2,2,,5,,4,,1,0,1,0,1,1,1,0,0,,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,"Brushes, Pens, Markers",77,,70,,,,100,,,,,,,,58,,,,86,,5,0,1,0,0,0,0,0,,2
248,,"[not completed]",Yes,1,1,1,,5,2,2,,1,,9,,7,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
249,,"2023-07-05 02:05:06",Yes,1,1,1,,1,2,7,"transgender and nonbinary ",1,,7,,5,1,0,0,0,0,0,0,0,,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,markers,,,,,,,,,,,,,18,,,,90,,28,,2,0,0,0,0,0,1,0,,2
250,,"2023-07-05 16:01:23",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
251,,"2023-07-06 17:39:53",Yes,1,1,1,,2,1,1,,7,,21,Photographer,5,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,4,1,1,0,0,0,0,0,,2
252,,"2023-07-06 18:39:52",Yes,1,1,2,Canada,3,1,1,,1,,16,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,,,,,,,,88,,,,,,,,64,,40,,,,5,0,1,0,1,0,0,0,,2
253,,"2023-07-06 19:11:18",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
254,,"2023-07-07 00:05:11",Yes,1,1,1,,2,1,1,,1,,11,,4,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,100,,72,,,,,,,,,,,,,,72,,,,4,0,1,0,0,0,0,0,,2
255,,"2023-07-07 08:59:26",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
256,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
257,,"2023-07-07 20:07:57",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
258,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
259,,"2023-07-07 23:37:09",Yes,1,1,1,,2,1,1,,1,,13,,5,1,0,0,0,0,0,0,0,,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,,,,75,,,,82,,,,,,,,,,61,,,,4,0,0,0,0,0,1,0,,2
260,,"2023-07-08 09:13:22",Yes,1,1,1,,2,2,2,,1,,2,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,93,,,,,,,,,,,,,,6,0,0,0,1,0,0,0,,2
261,,"2023-07-08 15:15:05",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
262,,"2023-07-08 18:50:22",Yes,1,1,1,,3,1,1,,1,,16,,7,1,0,0,0,0,0,0,0,,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,,,,84,,,,73,,50,,50,,,,43,,47,,,,4,0,0,0,0,0,1,0,,2
263,,"2023-07-08 19:14:18",Yes,1,1,1,,3,1,1,,1,,6,,6,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Candle,,,,,,,,,,,,,,,,,,,7,,2,0,0,0,0,0,1,1,,2
264,,"2023-07-08 22:03:47",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
265,,"[not completed]",Yes,1,1,1,,3,1,1,,7,,,,6,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
266,,"2023-07-09 00:31:54",Yes,1,1,2,,3,1,1,,1,,1,,7,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"candle, stuffed animals, decorations ",,,,,,,,,,,,,73,,,,100,,79,,2,1,0,1,0,0,0,0,,2
267,,"2023-07-09 03:46:38",Yes,1,1,1,,2,1,3,,4,,21,N/A,4,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,"Hairbrush handle",56,,74,,,,100,,,,,,,,,,,,53,,4,1,1,1,0,0,0,0,,2
268,,"2023-07-09 04:21:56",Yes,1,1,1,,1,2,2,,5,,3,,,1,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,64,,,,,98,,,1,0,0,0,0,0,1,0,,2
269,,"2023-07-09 09:21:18",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
270,,"[not completed]",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
271,,"[not completed]",Yes,1,1,1,,4,2,2,,1,,1,,7,1,0,0,0,0,0,0,0,,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
272,,"2023-07-09 20:21:46",Yes,1,1,1,,3,1,1,,1,,2,,6,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,None,,,,,,,,,,,,,,,,,,,6,,4,0,0,0,0,0,1,0,,2
273,,"2023-07-09 23:50:33",Yes,1,1,1,,3,1,1,,6,,1,,7,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,,77,,100,,,,50,,99,,50,,,,,,75,,,,4,1,1,0,0,0,0,0,,2
274,,"2023-07-10 01:49:09",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
275,,"2023-07-10 05:44:21",Yes,1,1,1,,2,1,1,,4,,21,,5,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,,2
276,,"2023-07-10 07:26:48",Yes,1,1,2,"United Kingdom",2,1,1,,2,,2,,4,1,0,0,0,0,0,0,0,,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,,91,,,,,,,,,,92,,,,85,,73,,,,3,0,0,0,0,0,1,0,,2
277,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
278,,"2023-07-10 21:14:42",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
279,,"2023-07-10 21:33:04",Yes,1,1,1,,2,1,1,,2,,11,,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,,,,70,,,,100,,,,71,,50,,57,,100,,,,1,1,0,0,0,0,0,0,,2
280,,"[not completed]",Yes,1,1,1,,4,1,1,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
281,,"2023-07-11 16:25:06",Yes,1,1,1,,3,1,1,,8,"disabled, can't work",21,none,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"homemade vibrator, husband built it",,,71,,,,,,,,,,,,,,75,,95,,4,0,0,0,0,0,1,0,,2
282,,"2023-07-11 20:42:11",Yes,1,1,2,Canada,5,1,1,,6,,1,,3,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,,,38,,,73,,,,,,8,,,,,,,,1,0,0,1,0,0,0,0,,2
283,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
284,,"2023-07-11 22:42:41",Yes,1,1,1,,2,1,1,,1,,11,,7,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,71,,98,,,,4,0,0,0,0,0,1,0,,2
285,,"2023-07-12 15:27:58",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
286,,"2023-07-13 08:33:29",Yes,1,1,1,,1,2,2,,5,,21,N/A,6,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,0,,,,,,,,1,0,1,0,0,0,0,1,,2
287,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
288,,"[not completed]",Yes,1,1,1,,1,1,1,,5,,8,,,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
289,,"2023-07-13 23:32:13",Yes,1,1,1,,3,1,1,,7,,,,5,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,"clothes pins",,,66,,,,91,,,,51,,,,,,58,,100,,4,0,0,0,0,0,1,0,,2
290,,"2023-07-14 08:37:26",Yes,1,1,1,,2,1,1,,7,,21,"Stay at home mom ",1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,,73,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,,2
291,,"2023-07-14 11:05:02",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
292,,"2023-07-15 11:48:37",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
293,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
294,,"2023-07-16 15:49:54",Yes,1,1,1,,3,1,1,,8,"both FTE and a grad student",4,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,66,,,,,,,,,,,,,,,,,,5,1,1,1,1,0,0,0,,2
295,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
296,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
297,,"2023-07-16 21:15:07",Yes,1,1,1,,2,1,1,,1,,3,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,"Tub faucet, phone, pretty much anything hard that if I'm sitting and it ends up between my legs and I rub against if feels good",,,100,,,,50,,,,,,,,71,,71,,83,,5,0,0,0,0,0,1,0,,2
298,,"2023-07-17 02:04:36",Yes,1,1,1,,2,1,1,,5,,10,,7,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,,,,71,,,,92,,,,10,,,,,,,,,,2,0,0,0,0,0,1,0,,2
299,,"2023-07-17 10:51:05",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
300,,"2023-07-17 11:37:50",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
301,,"[not completed]",Yes,1,1,1,,5,2,2,,1,,7,,6,1,0,0,0,0,0,0,0,,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
302,,"2023-07-18 03:19:31",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
303,,"2023-07-18 05:32:25",Yes,1,1,2,India,2,2,2,,1,,5,,1,0,0,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,92,,,,,,,,1,1,1,1,1,0,0,0,,2
304,,"2023-07-18 15:43:37",Yes,1,1,1,,2,1,1,,1,,17,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,,66,,88,,,,,,,,34,,,,,,85,,,,3,0,1,0,0,0,0,0,,2
