record_id,redcap_survey_identifier,household_sex_toy_usage_survey_timestamp,consent,screening_age,screening_usage,country_origin,country_name,age,gender_birth,gender_expression,gender_other,employment,employment_other,career,career_other,household_income,access_sextoys,access_no___1,access_no___2,access_no___3,access_no___4,access_no___5,access_no___6,access_no___7,access_no_other,own_trad_sextoys,categorize_sextoys___1,categorize_sextoys___2,categorize_sextoys___3,categorize_sextoys___4,categorize_sextoys___5,household_select___1,household_select___2,household_select___3,household_select___4,household_select___5,household_select___6,household_select___7,household_select___8,household_select___9,household_select___10,householditem_other,toothbrush_satisfaction,household_recommend_1,showerhead_satisfaction,showerhead_recommend,washmachine_satisfaction,washmachine_recommend,massagewand_satisfaction,massagewand_recommend,silktie_satisfaction,silktie_recommend,icecube_satisfaction,icecube_recommend,produce_satisfaction,produce_recommend,furniture_satisfaction,furniture_recommend,pillow_satisfaction,pillow_recommend,other_satisfaction,other_recommend,household_cost,safety_concerns___1,safety_concerns___2,safety_concerns___3,safety_concerns___4,safety_concerns___5,safety_concerns___6,safety_concerns___7,other_concern,household_sex_toy_usage_survey_complete
305,,"2023-07-18 16:36:03",Yes,1,1,1,,1,1,1,,5,,8,,3,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,"Wine bottle, shampoo and conditioner bottles, shaving cream cans, hairbrushes, markers",,,64,,,,10,,,,,,,,,,39,,61,,1,0,1,1,1,0,0,0,,2
306,,"2023-07-18 21:46:34",Yes,1,1,1,,3,2,2,,1,,1,,7,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N/A,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,0,0,,2
307,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
308,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
309,,"2023-07-19 13:09:42",Yes,1,1,1,,5,2,2,,1,,7,,6,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,,50,,50,,,,50,,76,,76,,40,,60,,,,,,4,0,0,0,0,0,1,0,,2
310,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
311,,"2023-07-20 09:24:48",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
312,,"2023-07-20 16:34:34",Yes,1,1,1,,2,1,1,,7,,,,5,1,0,0,0,0,0,0,0,,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,,100,,72,,,,84,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,,2
313,,"2023-07-20 18:58:44",Yes,1,1,2,Canada,2,2,2,,1,,14,,7,1,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,,2
314,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
315,,"2023-07-20 20:39:17",Yes,1,1,1,,3,1,1,,3,,21,"HR ",7,1,0,0,0,0,0,0,0,,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,,65,,,,66,,100,,,,,,,,,,67,,,,5,0,1,0,0,0,0,0,,2
316,,"2023-07-20 23:26:32",Yes,1,1,1,,2,1,1,,1,,4,,6,0,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,75,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,,2
317,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
318,,"[not completed]",Yes,1,1,2,canada,2,2,2,,1,,3,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
319,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
320,,"2023-07-22 00:31:50",Yes,1,1,2,"United Kingdom",4,1,1,,3,,6,,7,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,"Deodorant can, tv remote",89,,70,,,,100,,66,,58,,67,,50,,,,50,,6,0,1,1,0,0,0,1,,2
321,,"2023-07-22 07:41:14",Yes,1,1,1,,2,1,1,,1,,1,,6,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,35,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,2
322,,"2023-07-22 20:58:27",Yes,1,1,1,,2,1,1,,1,,2,,7,0,0,0,0,0,0,0,1,"No longer needed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"None ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,2
323,,"2023-07-23 15:37:28",Yes,1,2,1,,4,2,2,,1,,1,,7,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
324,,"[not completed]",Yes,1,1,1,,3,2,2,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
325,,"2023-07-24 07:41:46",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
326,,"2023-07-24 14:58:23",Yes,1,1,2,Uk,3,1,1,,1,,2,,5,1,0,0,0,0,0,0,0,,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,,50,,95,,,,65,,,,4,,,,,,,,,,1,0,1,1,0,0,0,0,,2
327,,"2023-07-24 18:12:06",Yes,1,1,1,,3,1,1,,3,,1,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,92,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,,2
328,,"2023-07-24 19:07:45",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
329,,"2023-07-24 23:15:03",Yes,1,1,1,,2,1,3,,1,,2,,5,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,,0,,,0,,,100,,,,,,,,,5,100,,,,3,0,0,0,0,0,1,0,,2
330,,"[not completed]",Yes,1,1,2,"Canada ",4,2,2,,1,,19,,4,1,0,0,0,0,0,0,0,,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
331,,"2023-07-25 11:39:18",Yes,1,1,1,,5,2,2,,1,,4,,7,1,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,,,,,,,95,,,,95,,,,,,,,,,4,0,1,0,0,1,0,0,,2
332,,"2023-07-25 13:48:29",Yes,1,1,2,Germany,1,2,2,,5,,4,,3,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,62,,55,,,,,,,,,,,,4,0,0,0,0,0,1,0,,2
333,,"2023-07-25 15:40:58",Yes,1,1,1,,2,1,1,,7,,1,,5,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,92,,,,83,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,,2
334,,"2023-07-25 17:30:02",Yes,1,1,1,,2,1,1,,1,,2,,3,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Hair brush handle ",,,,,,,,,,,,,,,,,50,,72,,2,0,1,1,0,0,0,0,,2
335,,"2023-07-25 20:59:40",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
336,,"2023-07-25 23:38:18",Yes,1,1,1,,2,2,2,,1,,7,,7,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Shaver handle",,,,,,,,,,,,,,,,,,,,0,2,1,1,1,1,0,0,0,,2
337,,"2023-07-26 10:57:51",Yes,1,1,1,,2,1,1,,3,,12,,6,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,comb,,,,,,,,,,,36,,,,,,,,62,,1,0,0,0,0,0,1,0,,2
338,,"2023-07-26 23:55:36",Yes,1,1,2,Jamaica,2,1,1,,4,,3,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,,50,,76,,,,,,,,74,,33,,,,,,,,5,1,1,0,0,1,0,0,,2
339,,"2023-07-27 10:31:41",Yes,1,1,1,,2,1,1,,1,,9,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,,100,,100,,,,100,,68,,,,100,,,,,,,,4,0,1,0,1,0,0,0,,2
340,,"2023-07-27 15:05:02",Yes,1,1,1,,6,1,1,,6,,18,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,"Hammer ",76,,,,,,,,99,,,,77,,,,50,,95,,4,0,0,1,0,0,0,0,,2
341,,"2023-07-27 15:21:29",Yes,1,1,1,,2,1,1,,1,,7,,4,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,95,,,,,,,,,,,,,,4,0,0,0,1,0,0,0,,2
342,,"[not completed]",Yes,1,1,2,"Argentina ",1,1,1,,5,,4,,1,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
343,,"2023-07-27 20:10:16",Yes,1,1,1,,2,1,1,,1,,1,,7,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,81,,,,,,,,,,,,,,5,0,0,0,1,0,0,0,,2
344,,"[not completed]",Yes,1,1,1,,1,2,2,,3,,14,,4,1,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
345,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
346,,"2023-07-28 02:44:59",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
347,,"2023-07-28 09:52:56",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
348,,"2023-07-28 18:33:30",Yes,1,1,1,,3,1,1,,1,,2,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,,71,,74,,,,,,,,,,,,,,59,,,,4,0,0,0,0,0,1,0,,2
349,,"2023-07-29 03:04:39",Yes,1,1,2,"United Kingdom",3,1,1,,1,,7,,4,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Hairbrush ",72,,83,,,,,,,,,,,,,,66,,77,,2,0,0,0,0,0,1,0,,2
350,,"2023-07-29 08:04:41",Yes,1,1,1,,4,2,2,,1,,1,,7,1,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Electric string trimmer (weedwacker)",,,,,,,,,,,,,,,,,,,100,,4,0,0,0,0,0,1,0,,2
351,,"2023-07-29 14:14:26",Yes,1,1,1,,1,1,1,,4,,1,,4,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,28,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,2
352,,"2023-07-29 16:13:10",Yes,1,1,1,,1,2,2,,4,,21,"No career field",2,1,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,Hairbrush,,,40,,,,,,,,,,,,,,59,,98,,3,1,0,0,0,0,0,0,,2
353,,"2023-07-29 19:32:26",Yes,1,1,1,,4,2,2,,1,,14,,7,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,50,,,,,,,,,,5,0,0,0,0,0,1,0,,2
354,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
355,,"2023-07-30 13:24:06",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
356,,"2023-07-30 21:24:46",Yes,1,1,1,,4,2,2,,1,,2,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,92,,,,50,,,,,,31,,,,4,1,0,1,0,0,0,0,,2
357,,"2023-07-31 06:39:43",Yes,1,1,1,,2,1,1,,1,,17,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,"hair clips",,,67,,,,100,,64,,71,,,,,,,,75,,4,0,0,0,0,0,1,0,,2
358,,"2023-07-31 17:02:20",Yes,1,1,1,,2,1,1,,1,,11,,6,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,,95,,,,,,66,,41,,,,,,,,,,4,0,0,0,0,0,1,0,,2
359,,"2023-08-01 08:52:10",No,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
360,,"[not completed]",Yes,1,1,1,,5,2,2,,1,,7,,6,1,0,0,0,0,0,0,0,,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
361,,"2023-08-01 19:31:56",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
362,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
363,,"2023-08-02 12:16:54",Yes,1,1,1,,2,1,1,,5,,1,,5,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,,,,71,,,,,,,,66,,100,,,,,11,,,2,0,0,1,0,0,0,0,,2
364,,"2023-08-02 15:31:52",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
365,,"2023-08-02 18:51:03",Yes,1,1,1,,1,1,4,,3,,19,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,,98,,95,,,,99,,,,95,,98,,94,,100,,,,5,0,0,0,0,0,1,0,,2
366,,"2023-08-02 20:12:06",Yes,1,1,1,,2,2,2,,1,,1,,7,1,0,0,0,0,0,0,0,,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,,2
367,,"2023-08-03 00:26:30",Yes,1,1,1,,2,1,1,,1,,3,,5,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,94,,,,,,,,,,,,,,94,,,,3,0,0,0,0,0,1,0,,2
368,,"2023-08-03 10:56:39",Yes,1,1,1,,2,1,1,,7,,,,5,1,0,0,0,0,0,0,0,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,none,,,,,,,,,,,,,,,,,,,100,,1,0,0,0,0,0,1,0,,2
369,,"2023-08-03 22:00:01",Yes,1,1,1,,1,1,1,,5,,1,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,"mascara; hairbrush",51,,79,,,,,,,,,,22,,79,,100,,100,,2,0,0,1,0,0,0,0,,2
370,,"[not completed]",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
371,,"2023-08-05 08:59:47",Yes,1,1,1,,2,1,1,,1,,11,,7,1,0,0,0,0,0,0,0,,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,"Bathtub jets",61,,90,,,,,,,,,,,,,,62,,100,,3,0,0,0,0,0,1,0,,2
372,,"2023-08-05 14:52:46",Yes,1,1,1,,3,1,1,,1,,10,,7,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,50,,,,100,,,,3,0,0,0,0,0,1,0,,2
373,,"2023-08-05 18:05:30",Yes,1,1,1,,1,1,1,,1,,1,,4,1,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,80,,,,,,,,,,70,,,,4,0,0,0,0,0,1,0,,2
374,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
375,,"2023-08-08 08:20:59",Yes,1,1,1,,2,2,2,,1,,5,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,,,,,,,,75,,,,70,,,,,,50,,,,4,0,0,0,0,1,0,0,,2
376,,"2023-08-08 14:56:00",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
377,,"2023-08-09 03:20:05",Yes,1,1,1,,4,1,1,,7,,,,6,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,,100,,84,,74,,,,,,,,,,6,1,1,1,1,1,0,0,,2
378,,"2023-08-09 13:21:00",Yes,1,1,1,,3,2,2,,1,,7,,7,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,73,,,,,,,,,,,,4,0,0,0,0,0,1,0,,2
379,,"[not completed]",Yes,1,1,2,Canada,2,2,2,,1,,4,,7,1,0,0,0,0,0,0,0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
380,,"[not completed]",Yes,1,1,2,,1,1,1,,1,,18,,5,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
381,,"2023-08-12 11:15:01",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
382,,"[not completed]",Yes,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
383,,"2023-08-17 02:13:38",Yes,1,1,1,,2,1,1,,7,,19,,5,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,100,,,,,,,,,,71,,,,,,,,1,0,1,0,0,0,0,0,,2
384,,"2023-08-21 21:45:58",Yes,1,1,2,Canada,4,2,2,,1,,4,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,,2
385,,"2023-08-22 10:39:16",Yes,1,1,1,,3,2,7,Genderfluid,1,,4,,7,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,13,,,,,,,,,,,,76,,,,,,,,1,1,1,1,0,1,0,0,,2
386,,"2023-08-22 19:32:17",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
387,,"2023-08-23 08:59:03",Yes,1,1,1,,4,1,1,,1,,4,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"Washcloth folded and put into a condom to create a dildo",,,84,,,,,,,,,,,,,,,,33,,4,1,0,0,0,0,0,0,,2
388,,"2023-08-23 12:06:25",Yes,1,1,2,Canada,4,2,2,,2,,4,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,dildo,,,,,,,,,,,,,,,,,,,50,,5,0,1,0,0,0,0,0,,2
389,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
390,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
391,,"2023-08-30 18:41:40",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
392,,"2023-08-31 08:20:03",Yes,1,1,1,,1,1,1,,5,,1,,7,0,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Plant. A very stiff, smooth plant. It really looked like a dildo.",,,,,,,,,,,93,,,,,,,,69,,1,0,0,0,0,0,1,0,,2
393,,"2023-09-01 10:01:23",Yes,1,1,2,India,1,1,1,,5,,4,,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,,,,57,,,,91,,,,65,,73,,70,,91,,,,2,0,1,0,1,1,0,0,,2
394,,"2023-09-01 10:16:13",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
395,,"2023-09-01 20:18:08",Yes,1,1,1,,2,1,1,,1,,1,,6,1,0,0,0,0,0,0,0,,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"Lint roller handle",,,75,,,,,,,,,,,,,,,,66,,2,0,1,0,0,0,0,0,,2
396,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
397,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
398,,"2023-09-07 17:46:17",Yes,1,1,1,,2,1,1,,1,,1,,2,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,,87,,78,,,,,,,,56,,,,,,,,,,4,1,1,1,1,1,0,0,,2
399,,"[not completed]",Yes,1,1,1,,1,2,2,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
400,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
401,,"[not completed]",Yes,1,1,1,,2,2,2,,1,,11,,7,1,0,0,0,0,0,0,0,,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
402,,"2023-09-20 12:06:29",Yes,1,1,2,Germany,2,2,3,,1,,4,,5,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,,,,74,,,,100,,,,81,,78,,64,,,,,,1,0,0,0,0,0,1,0,,2
403,,"2023-09-27 22:54:22",Yes,1,1,1,,3,2,2,,1,,13,,5,1,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,50,,,,,,,,,,,,,,3,0,0,0,0,0,1,0,,2
404,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
405,,"2023-09-30 21:23:23",Yes,1,1,2,Canada,2,1,1,,1,,21,Architecture,5,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,Hairbrush,,,,,,,,,99,,,,,,,,,,73,,2,0,1,0,0,0,0,0,,2
406,,"2023-10-06 10:30:04",Yes,1,1,1,,2,1,1,,1,,3,,6,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,68,,,,,,5,0,1,0,0,0,0,0,,2
407,,"2023-11-04 13:46:54",Yes,1,1,2,Canada,1,1,5,,4,,6,,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,,52,,69,,31,,,,,,83,,14,,60,,65,,,,3,0,0,0,1,0,0,0,,2
