"","record_id","redcap_survey_identifier","household_sex_toy_usage_survey_timestamp","consent","screening_age","screening_usage","country_origin","country_name","age","gender_birth","gender_expression","gender_other","employment","employment_other","career","career_other","household_income","access_sextoys","access_no___1","access_no___2","access_no___3","access_no___4","access_no___5","access_no___6","access_no___7","access_no_other","own_trad_sextoys","categorize_sextoys___1","categorize_sextoys___2","categorize_sextoys___3","categorize_sextoys___4","categorize_sextoys___5","household_select___1","household_select___2","household_select___3","household_select___4","household_select___5","household_select___6","household_select___7","household_select___8","household_select___9","household_select___10","householditem_other","toothbrush_satisfaction","household_recommend_1","showerhead_satisfaction","showerhead_recommend","washmachine_satisfaction","washmachine_recommend","massagewand_satisfaction","massagewand_recommend","silktie_satisfaction","silktie_recommend","icecube_satisfaction","icecube_recommend","produce_satisfaction","produce_recommend","furniture_satisfaction","furniture_recommend","pillow_satisfaction","pillow_recommend","other_satisfaction","other_recommend","household_cost","safety_concerns___1","safety_concerns___2","safety_concerns___3","safety_concerns___4","safety_concerns___5","safety_concerns___6","safety_concerns___7","other_concern","household_sex_toy_usage_survey_complete","household_sum","traditional_sum","total_toys","household_toy","superuser"
"54",130,NA,"2023-06-24 23:55:17","Yes",1,1,1,"",4,2,2,"",7,"",15,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"",NA,NA,NA,NA,NA,NA,65,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0,0,0,0,0,NA,2,2,2,4,TRUE,FALSE
"55",132,NA,"2023-06-25 00:14:49","Yes",1,1,1,"",1,2,2,"",5,"",2,"",5,0,1,0,1,1,0,0,0,"",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"Tp wipes syringes water toothbrush waterpick tv remote ",NA,NA,82,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,100,NA,2,0,0,0,1,0,0,0,NA,2,2,0,2,TRUE,FALSE
"56",135,NA,"2023-06-25 00:36:12","Yes",1,1,1,"",1,1,2,"",2,"",13,"",1,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,"plunger and razor handle ",NA,NA,94,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,25,2,0,1,0,0,0,0,0,NA,2,2,2,4,TRUE,FALSE
"57",136,NA,"2023-06-25 01:09:13","Yes",1,1,1,"",2,1,1,"",1,"",2,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,"",23,NA,77,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,1,0,0,NA,2,4,3,6,TRUE,TRUE
"58",139,NA,"2023-06-25 01:29:58","Yes",1,1,1,"",2,2,2,"",5,"",3,"",5,1,0,0,0,0,0,0,0,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,1,0,1,0,1,0,0,0,NA,2,1,1,1,TRUE,FALSE
"59",146,NA,"2023-06-25 03:09:56","Yes",1,1,1,"",1,2,2,"",5,"",8,"",2,0,1,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Spatula handle ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,68,NA,2,0,1,0,1,0,0,0,NA,2,1,0,1,TRUE,FALSE
"60",150,NA,"2023-06-25 04:09:57","Yes",1,1,1,"",1,1,2,"",2,"",13,"",5,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,"Utensils, pill bottles, miscellaneous hard objects",93,NA,NA,NA,NA,NA,90,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,69,NA,2,1,1,1,1,0,0,0,NA,2,4,3,6,TRUE,TRUE
"61",157,NA,"2023-06-25 05:57:51","Yes",1,1,1,"",1,2,2,"",5,"",NA,"",1,0,0,0,0,0,0,0,1,"No reason to have it, would be weird",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,2,0,0,0,FALSE,FALSE
"62",158,NA,"2023-06-25 06:20:34","Yes",1,1,1,"",4,2,2,"",1,"",5,"",7,1,0,0,0,0,0,0,0,"",1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,2,4,4,5,TRUE,TRUE
"63",164,NA,"[not completed]","Yes",1,1,1,"",2,2,2,"",NA,"",NA,"",NA,1,0,0,0,0,0,0,0,"",1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,2,4,4,TRUE,FALSE
"64",168,NA,"2023-06-25 08:27:57","Yes",1,1,1,"",1,1,1,"",5,"",1,"",4,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,"",100,NA,100,NA,50,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,100,NA,NA,NA,3,0,0,0,0,0,1,0,NA,2,6,3,8,TRUE,TRUE
"65",169,NA,"2023-06-25 08:35:48","Yes",1,1,1,"",2,1,1,"",5,"",4,"",4,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,0,NA,2,1,0,1,TRUE,FALSE
"66",170,NA,"2023-06-25 08:36:27","Yes",1,1,1,"",6,2,2,"",6,"",1,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,"",NA,NA,50,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,0,0,NA,2,4,4,6,TRUE,TRUE
"67",172,NA,"2023-06-25 08:48:18","Yes",1,1,1,"",2,1,1,"",1,"",1,"",6,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,"Hair brush",NA,NA,74,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,67,NA,2,0,1,0,0,0,0,0,NA,2,2,2,4,TRUE,FALSE
"68",174,NA,"2023-06-25 09:03:09","Yes",1,1,1,"",2,1,1,"",1,"",7,"",6,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,"Hairbrush handle",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,69,NA,1,1,1,0,0,0,0,0,NA,2,2,2,4,TRUE,FALSE
"69",175,NA,"2023-06-25 09:24:55","Yes",1,1,1,"",2,2,2,"",5,"",1,"",6,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,2,3,4,TRUE,FALSE
"70",177,NA,"2023-06-25 09:37:49","Yes",1,1,1,"",2,1,1,"",1,"",11,"",6,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"",NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,NA,2,1,2,3,TRUE,FALSE
"71",185,NA,"2023-06-25 12:58:55","Yes",1,1,1,"",4,1,1,"",1,"",2,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"",NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,3,4,5,TRUE,TRUE
"72",188,NA,"2023-06-25 13:57:28","Yes",1,1,1,"",3,2,2,"",1,"",20,"",7,1,0,0,0,0,0,0,0,"",1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,"",NA,NA,72,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,0,0,0,NA,2,5,3,5,TRUE,TRUE
"73",189,NA,"[not completed]","Yes",1,1,1,"",1,1,1,"",3,"",7,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,6,2,8,TRUE,TRUE
"74",193,NA,"[not completed]","Yes",1,1,1,"",1,1,1,"",2,"",6,"",4,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,5,3,7,TRUE,TRUE
"75",196,NA,"[not completed]","Yes",1,1,1,"",2,1,1,"",1,"",4,"",7,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,3,1,4,TRUE,TRUE
"76",199,NA,"2023-06-25 15:55:34","Yes",1,1,1,"",1,1,1,"",7,"",13,"",4,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,NA,2,1,2,3,TRUE,FALSE
"77",201,NA,"[not completed]","Yes",1,1,1,"",3,2,2,"",3,"",3,"",6,1,0,0,0,0,0,0,0,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Sandwich bags and petrolium jelly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,1,1,1,TRUE,FALSE
"78",207,NA,"2023-06-25 20:54:11","Yes",1,1,1,"",2,1,3,"",1,"",8,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,"",79,NA,100,NA,NA,NA,100,NA,100,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,0,0,0,0,NA,2,7,4,9,TRUE,TRUE
"79",208,NA,"2023-06-25 21:14:53","Yes",1,1,1,"",2,2,2,"",1,"",3,"",7,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Cigar tube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,59,NA,1,0,0,0,0,0,1,0,NA,2,0,0,0,FALSE,FALSE
"80",209,NA,"2023-06-25 22:33:22","Yes",1,1,1,"",2,1,1,"",1,"",13,"",5,1,0,0,0,0,0,0,0,"",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,"",60,NA,100,NA,NA,NA,38,NA,NA,NA,28,NA,72,NA,78,NA,92,NA,NA,NA,4,0,1,0,0,0,0,0,NA,2,8,5,10,TRUE,TRUE
"81",210,NA,"2023-06-25 23:12:58","Yes",1,1,1,"",2,1,1,"",1,"",1,"",4,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Hair brush",NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,2,0,1,0,0,0,0,0,NA,2,1,1,2,TRUE,FALSE
"82",215,NA,"2023-06-26 01:52:30","Yes",1,1,1,"",1,1,1,"",3,"",5,"",4,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,"",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,0,0,0,0,NA,2,3,2,5,TRUE,TRUE
"83",217,NA,"2023-06-26 02:01:52","Yes",1,1,1,"",2,1,1,"",1,"",2,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,"Marker (the non-cap end) but that was before I had access to regular sex toys",NA,NA,100,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,0,0,0,0,0,1,0,NA,2,3,3,5,TRUE,TRUE
"84",218,NA,"2023-06-26 02:20:31","Yes",1,1,1,"",1,2,7,"physically intersex (no option above)",5,"",8,"",3,0,0,0,0,1,1,0,0,"",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,2,2,0,2,TRUE,FALSE
"85",222,NA,"2023-06-26 09:26:10","Yes",1,1,1,"",1,2,2,"",1,"",20,"",7,1,0,0,0,0,0,0,0,"",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,0,0,0,0,NA,2,1,2,2,TRUE,FALSE
"86",224,NA,"2023-06-26 16:11:13","Yes",1,1,1,"",3,1,1,"",7,"",2,"",7,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",NA,NA,28,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,0,1,0,0,NA,2,2,1,3,TRUE,FALSE
"87",229,NA,"2023-06-27 15:09:53","Yes",1,1,1,"",1,1,3,"",2,"",NA,"",NA,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,"",100,NA,66,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,0,NA,55,NA,NA,NA,4,1,1,1,1,1,0,0,NA,2,3,2,5,TRUE,TRUE
"88",231,NA,"2023-06-28 19:41:27","Yes",1,1,1,"",2,1,1,"",1,"",9,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,"phone on vibrate mode",56,NA,71,NA,NA,NA,88,NA,NA,NA,NA,NA,61,NA,91,NA,64,NA,61,NA,4,0,1,1,0,0,0,0,NA,2,5,3,7,TRUE,TRUE
"89",232,NA,"2023-06-28 00:26:39","Yes",1,1,1,"",1,1,1,"",5,"",NA,"",2,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,"hairbrush",82,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,58,NA,NA,NA,62,NA,4,0,1,0,0,0,0,0,NA,2,3,2,5,TRUE,TRUE
"90",234,NA,"2023-06-28 10:57:24","Yes",1,1,1,"",2,1,1,"",1,"",1,"",6,1,0,0,0,0,0,0,0,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Hairbrush handle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,2,0,1,1,0,0,0,0,NA,2,0,1,1,FALSE,FALSE
"91",235,NA,"2023-06-28 18:34:44","Yes",1,1,1,"",2,1,1,"",1,"",7,"",6,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,"Sharpie, small shampoo bottle, hairbrush handle, vacuum handle...",NA,3,77,NA,NA,NA,75,NA,78,NA,NA,NA,NA,NA,NA,47,50,NA,NA,0,1,1,1,1,0,0,0,0,NA,2,5,3,7,TRUE,TRUE
"92",240,NA,"2023-06-30 02:28:11","Yes",1,1,1,"",1,2,2,"",1,"",7,"",7,0,0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"pen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,2,0,0,0,0,0,1,0,NA,2,0,0,0,FALSE,FALSE
"93",241,NA,"2023-06-30 08:16:06","Yes",1,1,1,"",4,2,2,"",1,"",3,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,"",50,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,1,NA,2,5,5,7,TRUE,TRUE
"94",245,NA,"2023-07-02 02:25:44","Yes",1,1,1,"",2,2,2,"",1,"",4,"",7,1,0,0,0,0,0,0,0,"",1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"",65,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,NA,2,4,3,5,TRUE,TRUE
"95",248,NA,"[not completed]","Yes",1,1,1,"",5,2,2,"",1,"",9,"",7,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,2,0,2,TRUE,FALSE
"96",249,NA,"2023-07-05 02:05:06","Yes",1,1,1,"",1,2,7,"transgender and nonbinary ",1,"",7,"",5,1,0,0,0,0,0,0,0,"",1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,"markers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,90,NA,28,NA,2,0,0,0,0,0,1,0,NA,2,3,3,4,TRUE,TRUE
"97",251,NA,"2023-07-06 17:39:53","Yes",1,1,1,"",2,1,1,"",7,"",21,"Photographer",5,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,0,0,0,0,NA,2,1,2,3,TRUE,FALSE
"98",254,NA,"2023-07-07 00:05:11","Yes",1,1,1,"",2,1,1,"",1,"",11,"",4,0,0,0,0,1,0,0,0,"",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"",100,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,4,0,1,0,0,0,0,0,NA,2,2,0,2,TRUE,FALSE
"99",259,NA,"2023-07-07 23:37:09","Yes",1,1,1,"",2,1,1,"",1,"",13,"",5,1,0,0,0,0,0,0,0,"",1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,"",NA,NA,75,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,4,4,6,TRUE,TRUE
"100",260,NA,"2023-07-08 09:13:22","Yes",1,1,1,"",2,2,2,"",1,"",2,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,1,0,0,0,NA,2,1,2,3,TRUE,FALSE
"101",262,NA,"2023-07-08 18:50:22","Yes",1,1,1,"",3,1,1,"",1,"",16,"",7,1,0,0,0,0,0,0,0,"",1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,"",NA,NA,84,NA,NA,NA,73,NA,50,NA,50,NA,NA,NA,43,NA,47,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,6,3,7,TRUE,TRUE
"102",263,NA,"2023-07-08 19:14:18","Yes",1,1,1,"",3,1,1,"",1,"",6,"",6,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Candle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,2,0,0,0,0,0,1,1,NA,2,0,1,1,FALSE,FALSE
"103",265,NA,"[not completed]","Yes",1,1,1,"",3,1,1,"",7,"",NA,"",6,1,0,0,0,0,0,0,0,"",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,2,1,3,TRUE,FALSE
"104",267,NA,"2023-07-09 03:46:38","Yes",1,1,1,"",2,1,3,"",4,"",21,"N/A",4,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,"Hairbrush handle",56,NA,74,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,4,1,1,1,0,0,0,0,NA,2,3,0,3,TRUE,TRUE
"105",268,NA,"2023-07-09 04:21:56","Yes",1,1,1,"",1,2,2,"",5,"",3,"",NA,1,0,0,0,0,0,0,0,"",1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,98,NA,NA,1,0,0,0,0,0,1,0,NA,2,2,1,2,TRUE,FALSE
"106",271,NA,"[not completed]","Yes",1,1,1,"",4,2,2,"",1,"",1,"",7,1,0,0,0,0,0,0,0,"",1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,4,4,5,TRUE,TRUE
"107",272,NA,"2023-07-09 20:21:46","Yes",1,1,1,"",3,1,1,"",1,"",2,"",6,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,0,0,0,0,0,1,0,NA,2,0,2,2,FALSE,FALSE
"108",273,NA,"2023-07-09 23:50:33","Yes",1,1,1,"",3,1,1,"",6,"",1,"",7,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,"",77,NA,100,NA,NA,NA,50,NA,99,NA,50,NA,NA,NA,NA,NA,75,NA,NA,NA,4,1,1,0,0,0,0,0,NA,2,5,1,6,TRUE,TRUE
"109",275,NA,"2023-07-10 05:44:21","Yes",1,1,1,"",2,1,1,"",4,"",21,"",5,1,0,0,0,0,0,0,0,"",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,1,0,NA,2,3,4,5,TRUE,TRUE
"110",279,NA,"2023-07-10 21:33:04","Yes",1,1,1,"",2,1,1,"",2,"",11,"",1,1,0,0,0,0,0,0,0,"",1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,"",NA,NA,70,NA,NA,NA,100,NA,NA,NA,71,NA,50,NA,57,NA,100,NA,NA,NA,1,1,0,0,0,0,0,0,NA,2,5,3,7,TRUE,TRUE
"111",280,NA,"[not completed]","Yes",1,1,1,"",4,1,1,"",NA,"",NA,"",NA,NA,0,0,0,0,0,0,0,"",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,FALSE,FALSE
"112",281,NA,"2023-07-11 16:25:06","Yes",1,1,1,"",3,1,1,"",8,"disabled, can't work",21,"none",1,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"homemade vibrator, husband built it",NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,95,NA,4,0,0,0,0,0,1,0,NA,2,1,1,2,TRUE,FALSE
"113",284,NA,"2023-07-11 22:42:41","Yes",1,1,1,"",2,1,1,"",1,"",11,"",7,0,0,0,1,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,98,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,0,0,0,FALSE,FALSE
