"","record_id","redcap_survey_identifier","household_sex_toy_usage_survey_timestamp","consent","screening_age","screening_usage","country_origin","country_name","age","gender_birth","gender_expression","gender_other","employment","employment_other","career","career_other","household_income","access_sextoys","access_no___1","access_no___2","access_no___3","access_no___4","access_no___5","access_no___6","access_no___7","access_no_other","own_trad_sextoys","categorize_sextoys___1","categorize_sextoys___2","categorize_sextoys___3","categorize_sextoys___4","categorize_sextoys___5","household_select___1","household_select___2","household_select___3","household_select___4","household_select___5","household_select___6","household_select___7","household_select___8","household_select___9","household_select___10","householditem_other","toothbrush_satisfaction","household_recommend_1","showerhead_satisfaction","showerhead_recommend","washmachine_satisfaction","washmachine_recommend","massagewand_satisfaction","massagewand_recommend","silktie_satisfaction","silktie_recommend","icecube_satisfaction","icecube_recommend","produce_satisfaction","produce_recommend","furniture_satisfaction","furniture_recommend","pillow_satisfaction","pillow_recommend","other_satisfaction","other_recommend","household_cost","safety_concerns___1","safety_concerns___2","safety_concerns___3","safety_concerns___4","safety_concerns___5","safety_concerns___6","safety_concerns___7","other_concern","household_sex_toy_usage_survey_complete","household_sum","traditional_sum","total_toys","household_toy","superuser"
"114",286,NA,"2023-07-13 08:33:29","Yes",1,1,1,"",1,2,2,"",5,"",21,"N/A",6,0,0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,NA,2,1,0,1,TRUE,FALSE
"115",288,NA,"[not completed]","Yes",1,1,1,"",1,1,1,"",5,"",8,"",NA,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,2,3,4,TRUE,FALSE
"116",289,NA,"2023-07-13 23:32:13","Yes",1,1,1,"",3,1,1,"",7,"",NA,"",5,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,"clothes pins",NA,NA,66,NA,NA,NA,91,NA,NA,NA,51,NA,NA,NA,NA,NA,58,NA,100,NA,4,0,0,0,0,0,1,0,NA,2,4,3,6,TRUE,TRUE
"117",290,NA,"2023-07-14 08:37:26","Yes",1,1,1,"",2,1,1,"",7,"",21,"Stay at home mom ",1,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"",0,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,3,3,5,TRUE,TRUE
"118",294,NA,"2023-07-16 15:49:54","Yes",1,1,1,"",3,1,1,"",8,"both FTE and a grad student",4,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"",NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,0,0,0,NA,2,2,3,4,TRUE,FALSE
"119",297,NA,"2023-07-16 21:15:07","Yes",1,1,1,"",2,1,1,"",1,"",3,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,"Tub faucet, phone, pretty much anything hard that if I'm sitting and it ends up between my legs and I rub against if feels good",NA,NA,100,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,71,NA,71,NA,83,NA,5,0,0,0,0,0,1,0,NA,2,3,3,5,TRUE,TRUE
"120",298,NA,"2023-07-17 02:04:36","Yes",1,1,1,"",2,1,1,"",5,"",10,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,"",NA,NA,71,NA,NA,NA,92,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,0,NA,2,5,4,7,TRUE,TRUE
"121",301,NA,"[not completed]","Yes",1,1,1,"",5,2,2,"",1,"",7,"",6,1,0,0,0,0,0,0,0,"",1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,5,3,7,TRUE,TRUE
"122",304,NA,"2023-07-18 15:43:37","Yes",1,1,1,"",2,1,1,"",1,"",17,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,"",66,NA,88,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,85,NA,NA,NA,3,0,1,0,0,0,0,0,NA,2,3,2,5,TRUE,TRUE
"123",305,NA,"2023-07-18 16:36:03","Yes",1,1,1,"",1,1,1,"",5,"",8,"",3,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,"Wine bottle, shampoo and conditioner bottles, shaving cream cans, hairbrushes, markers",NA,NA,64,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,61,NA,1,0,1,1,1,0,0,0,NA,2,3,3,5,TRUE,TRUE
"124",306,NA,"2023-07-18 21:46:34","Yes",1,1,1,"",3,2,2,"",1,"",1,"",7,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,0,0,0,0,NA,2,0,1,1,FALSE,FALSE
"125",309,NA,"2023-07-19 13:09:42","Yes",1,1,1,"",5,2,2,"",1,"",7,"",6,1,0,0,0,0,0,0,0,"",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,"",50,NA,50,NA,NA,NA,50,NA,76,NA,76,NA,40,NA,60,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,9,5,11,TRUE,TRUE
"126",312,NA,"2023-07-20 16:34:34","Yes",1,1,1,"",2,1,1,"",7,"",NA,"",5,1,0,0,0,0,0,0,0,"",1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,"",100,NA,72,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,5,4,7,TRUE,TRUE
"127",315,NA,"2023-07-20 20:39:17","Yes",1,1,1,"",3,1,1,"",3,"",21,"HR ",7,1,0,0,0,0,0,0,0,"",1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,"",65,NA,NA,NA,66,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,5,0,1,0,0,0,0,0,NA,2,4,2,5,TRUE,TRUE
"128",316,NA,"2023-07-20 23:26:32","Yes",1,1,1,"",2,1,1,"",1,"",4,"",6,0,0,1,0,1,1,0,0,"",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,1,0,1,TRUE,FALSE
"129",321,NA,"2023-07-22 07:41:14","Yes",1,1,1,"",2,1,1,"",1,"",1,"",6,1,0,0,0,0,0,0,0,"",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"",NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,2,3,4,5,TRUE,TRUE
"130",322,NA,"2023-07-22 20:58:27","Yes",1,1,1,"",2,1,1,"",1,"",2,"",7,0,0,0,0,0,0,0,1,"No longer needed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"None ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,2,0,0,0,FALSE,FALSE
"131",324,NA,"[not completed]","Yes",1,1,1,"",3,2,2,"",NA,"",NA,"",NA,NA,0,0,0,0,0,0,0,"",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,FALSE,FALSE
"132",327,NA,"2023-07-24 18:12:06","Yes",1,1,1,"",3,1,1,"",3,"",1,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"",NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,2,3,4,TRUE,FALSE
"133",329,NA,"2023-07-24 23:15:03","Yes",1,1,1,"",2,1,3,"",1,"",2,"",5,1,0,0,0,0,0,0,0,"",1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,"",0,NA,NA,0,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,5,100,NA,NA,NA,3,0,0,0,0,0,1,0,NA,2,6,5,8,TRUE,TRUE
"134",331,NA,"2023-07-25 11:39:18","Yes",1,1,1,"",5,2,2,"",1,"",4,"",7,1,0,0,0,0,0,0,0,"",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"",NA,NA,NA,NA,NA,NA,95,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,1,0,0,NA,2,3,2,4,TRUE,TRUE
"135",333,NA,"2023-07-25 15:40:58","Yes",1,1,1,"",2,1,1,"",7,"",1,"",5,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"",NA,NA,92,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,0,NA,2,2,1,3,TRUE,FALSE
"136",334,NA,"2023-07-25 17:30:02","Yes",1,1,1,"",2,1,1,"",1,"",2,"",3,0,0,1,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Hair brush handle ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,72,NA,2,0,1,1,0,0,0,0,NA,2,0,0,0,FALSE,FALSE
"137",336,NA,"2023-07-25 23:38:18","Yes",1,1,1,"",2,2,2,"",1,"",7,"",7,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Shaver handle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,1,1,0,0,0,NA,2,0,0,0,FALSE,FALSE
"138",337,NA,"2023-07-26 10:57:51","Yes",1,1,1,"",2,1,1,"",3,"",12,"",6,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,"comb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,62,NA,1,0,0,0,0,0,1,0,NA,2,2,3,4,TRUE,FALSE
"139",339,NA,"2023-07-27 10:31:41","Yes",1,1,1,"",2,1,1,"",1,"",9,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,"",100,NA,100,NA,NA,NA,100,NA,68,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,1,0,0,0,NA,2,6,3,8,TRUE,TRUE
"140",340,NA,"2023-07-27 15:05:02","Yes",1,1,1,"",6,1,1,"",6,"",18,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,"Hammer ",76,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,77,NA,NA,NA,50,NA,95,NA,4,0,0,1,0,0,0,0,NA,2,3,2,5,TRUE,TRUE
"141",341,NA,"2023-07-27 15:21:29","Yes",1,1,1,"",2,1,1,"",1,"",7,"",4,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,NA,2,2,2,4,TRUE,FALSE
"142",343,NA,"2023-07-27 20:10:16","Yes",1,1,1,"",2,1,1,"",1,"",1,"",7,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,0,0,0,NA,2,1,1,2,TRUE,FALSE
"143",344,NA,"[not completed]","Yes",1,1,1,"",1,2,2,"",3,"",14,"",4,1,0,0,0,0,0,0,0,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,1,1,1,TRUE,FALSE
"144",348,NA,"2023-07-28 18:33:30","Yes",1,1,1,"",3,1,1,"",1,"",2,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,"",71,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,4,4,6,TRUE,TRUE
"145",350,NA,"2023-07-29 08:04:41","Yes",1,1,1,"",4,2,2,"",1,"",1,"",7,1,0,0,0,0,0,0,0,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Electric string trimmer (weedwacker)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,4,0,0,0,0,0,1,0,NA,2,1,1,1,TRUE,FALSE
"146",351,NA,"2023-07-29 14:14:26","Yes",1,1,1,"",1,1,1,"",4,"",1,"",4,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,2,1,0,1,TRUE,FALSE
"147",352,NA,"2023-07-29 16:13:10","Yes",1,1,1,"",1,2,2,"",4,"",21,"No career field",2,1,0,0,0,0,0,0,0,"",1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,"Hairbrush",NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,98,NA,3,1,0,0,0,0,0,0,NA,2,2,2,3,TRUE,FALSE
"148",353,NA,"2023-07-29 19:32:26","Yes",1,1,1,"",4,2,2,"",1,"",14,"",7,1,0,0,0,0,0,0,0,"",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,1,0,NA,2,1,1,2,TRUE,FALSE
"149",356,NA,"2023-07-30 21:24:46","Yes",1,1,1,"",4,2,2,"",1,"",2,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,"",NA,NA,NA,NA,NA,NA,92,NA,NA,NA,50,NA,NA,NA,NA,NA,31,NA,NA,NA,4,1,0,1,0,0,0,0,NA,2,3,3,5,TRUE,TRUE
"150",357,NA,"2023-07-31 06:39:43","Yes",1,1,1,"",2,1,1,"",1,"",17,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,"hair clips",NA,NA,67,NA,NA,NA,100,NA,64,NA,71,NA,NA,NA,NA,NA,NA,NA,75,NA,4,0,0,0,0,0,1,0,NA,2,4,2,6,TRUE,TRUE
"151",358,NA,"2023-07-31 17:02:20","Yes",1,1,1,"",2,1,1,"",1,"",11,"",6,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"",NA,NA,95,NA,NA,NA,NA,NA,66,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,3,1,4,TRUE,TRUE
"152",360,NA,"[not completed]","Yes",1,1,1,"",5,2,2,"",1,"",7,"",6,1,0,0,0,0,0,0,0,"",1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,8,4,10,TRUE,TRUE
"153",363,NA,"2023-08-02 12:16:54","Yes",1,1,1,"",2,1,1,"",5,"",1,"",5,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,"",NA,NA,71,NA,NA,NA,NA,NA,NA,NA,66,NA,100,NA,NA,NA,NA,11,NA,NA,2,0,0,1,0,0,0,0,NA,2,4,3,6,TRUE,TRUE
"154",365,NA,"2023-08-02 18:51:03","Yes",1,1,1,"",1,1,4,"",3,"",19,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,"",98,NA,95,NA,NA,NA,99,NA,NA,NA,95,NA,98,NA,94,NA,100,NA,NA,NA,5,0,0,0,0,0,1,0,NA,2,6,3,8,TRUE,TRUE
"155",366,NA,"2023-08-02 20:12:06","Yes",1,1,1,"",2,2,2,"",1,"",1,"",7,1,0,0,0,0,0,0,0,"",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,NA,2,3,3,4,TRUE,TRUE
"156",367,NA,"2023-08-03 00:26:30","Yes",1,1,1,"",2,1,1,"",1,"",3,"",5,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"",NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,3,0,0,0,0,0,1,0,NA,2,1,2,3,TRUE,FALSE
"157",368,NA,"2023-08-03 10:56:39","Yes",1,1,1,"",2,1,1,"",7,"",NA,"",5,1,0,0,0,0,0,0,0,"",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,1,0,0,0,0,0,1,0,NA,2,2,4,4,TRUE,FALSE
"158",369,NA,"2023-08-03 22:00:01","Yes",1,1,1,"",1,1,1,"",5,"",1,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,"mascara; hairbrush",51,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,79,NA,100,NA,100,NA,2,0,0,1,0,0,0,0,NA,2,3,2,5,TRUE,TRUE
"159",371,NA,"2023-08-05 08:59:47","Yes",1,1,1,"",2,1,1,"",1,"",11,"",7,1,0,0,0,0,0,0,0,"",1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,"Bathtub jets",61,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,100,NA,3,0,0,0,0,0,1,0,NA,2,3,2,4,TRUE,TRUE
"160",372,NA,"2023-08-05 14:52:46","Yes",1,1,1,"",3,1,1,"",1,"",10,"",7,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,100,NA,NA,NA,3,0,0,0,0,0,1,0,NA,2,1,0,1,TRUE,FALSE
"161",373,NA,"2023-08-05 18:05:30","Yes",1,1,1,"",1,1,1,"",1,"",1,"",4,1,0,0,0,0,0,0,0,"",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,"",NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,2,2,3,TRUE,FALSE
"162",375,NA,"2023-08-08 08:20:59","Yes",1,1,1,"",2,2,2,"",1,"",5,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,"",NA,NA,NA,NA,NA,NA,75,NA,NA,NA,70,NA,NA,NA,NA,NA,50,NA,NA,NA,4,0,0,0,0,1,0,0,NA,2,4,4,6,TRUE,TRUE
"163",377,NA,"2023-08-09 03:20:05","Yes",1,1,1,"",4,1,1,"",7,"",NA,"",6,1,0,0,0,0,0,0,0,"",1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,"",NA,NA,NA,NA,NA,NA,100,NA,84,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,1,0,0,NA,2,6,5,8,TRUE,TRUE
"164",378,NA,"2023-08-09 13:21:00","Yes",1,1,1,"",3,2,2,"",1,"",7,"",7,1,0,0,0,0,0,0,0,"",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,NA,2,3,4,5,TRUE,TRUE
"165",383,NA,"2023-08-17 02:13:38","Yes",1,1,1,"",2,1,1,"",7,"",19,"",5,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,2,2,0,2,TRUE,FALSE
"166",385,NA,"2023-08-22 10:39:16","Yes",1,1,1,"",3,2,7,"Genderfluid",1,"",4,"",7,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,0,NA,2,2,0,2,TRUE,FALSE
"167",387,NA,"2023-08-23 08:59:03","Yes",1,1,1,"",4,1,1,"",1,"",4,"",7,1,0,0,0,0,0,0,0,"",1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"Washcloth folded and put into a condom to create a dildo",NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,4,1,0,0,0,0,0,0,NA,2,3,3,5,TRUE,TRUE
"168",392,NA,"2023-08-31 08:20:03","Yes",1,1,1,"",1,1,1,"",5,"",1,"",7,0,0,0,1,1,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Plant. A very stiff, smooth plant. It really looked like a dildo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,69,NA,1,0,0,0,0,0,1,0,NA,2,1,0,1,TRUE,FALSE
"169",395,NA,"2023-09-01 20:18:08","Yes",1,1,1,"",2,1,1,"",1,"",1,"",6,1,0,0,0,0,0,0,0,"",1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"Lint roller handle",NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,2,0,1,0,0,0,0,0,NA,2,3,3,4,TRUE,TRUE
"170",398,NA,"2023-09-07 17:46:17","Yes",1,1,1,"",2,1,1,"",1,"",1,"",2,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,"",87,NA,78,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,0,0,NA,2,4,3,6,TRUE,TRUE
"171",399,NA,"[not completed]","Yes",1,1,1,"",1,2,2,"",NA,"",NA,"",NA,NA,0,0,0,0,0,0,0,"",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,FALSE,FALSE
"172",401,NA,"[not completed]","Yes",1,1,1,"",2,2,2,"",1,"",11,"",7,1,0,0,0,0,0,0,0,"",1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,5,3,6,TRUE,TRUE
"173",403,NA,"2023-09-27 22:54:22","Yes",1,1,1,"",3,2,2,"",1,"",13,"",5,1,0,0,0,0,0,0,0,"",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,0,NA,2,3,2,3,TRUE,TRUE
"174",406,NA,"2023-10-06 10:30:04","Yes",1,1,1,"",2,1,1,"",1,"",3,"",6,1,0,0,0,0,0,0,0,"",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,5,0,1,0,0,0,0,0,NA,2,1,3,3,TRUE,FALSE
